Id;X;Y
191;21.2566755;48.717067
192;21.2601321;48.7113913
193;21.2769271;48.7442973
194;21.2784991;48.745821
195;21.277778;48.7429192
196;21.2767067;48.7432029
197;21.1876771;48.7584993
198;21.2527163;48.7191784
199;21.253559;48.7193658
200;21.2541262;48.7194875
201;21.2570339;48.7186685
202;21.253934;48.7248336
203;21.2534171;48.7247453
204;21.2577866;48.6890098
205;21.2582674;48.6886701
206;21.2753032;48.7423697
207;21.2753492;48.7432065
208;21.2564517;48.7182545
209;21.2612338;48.7223322
210;21.2601939;48.7220529
211;21.2609593;48.7227731
212;21.2606005;48.723254
213;21.2600134;48.7238748
214;21.2612294;48.7234688
215;21.2603118;48.7225734
216;21.2647767;48.70351
217;21.2655663;48.705069
218;21.2535928;48.7017692
219;21.254076;48.7035295
220;21.2541057;48.7036266
221;21.2568937;48.7059069
222;21.2584719;48.7077348
223;21.2588318;48.707798
224;21.259284;48.7089158
225;21.2594764;48.7093894
226;21.2587272;48.7111219
227;21.2596172;48.7178793
228;21.2406221;48.7104843
229;21.2398572;48.712696
230;21.2394767;48.7126369
231;21.239022;48.7138686
232;21.2369953;48.7099092
233;21.2393715;48.7208692
234;21.2494451;48.7187124
235;21.2821721;48.7416815
236;21.2828167;48.7409579
237;21.2838537;48.740169
238;21.2839986;48.7408653
239;21.2837946;48.739537
240;21.2842933;48.7390782
241;21.2841362;48.7386194
242;21.2845763;48.7391001
243;21.2846549;48.7391885
244;21.2845505;48.7397797
245;21.2847725;48.7397824
246;21.2843917;48.7409672
247;21.2851416;48.7404553
248;21.2861347;48.737956
249;21.2872691;48.7376811
250;21.2865027;48.7359751
251;21.2858884;48.7344333
252;21.284583;48.7403229
253;21.2842971;48.7407515
254;21.2844355;48.740083
255;21.2909715;48.7380897
256;21.2883337;48.7389716
257;21.2884892;48.7381146
258;21.2872533;48.7387077
259;21.2866045;48.7382079
260;21.2866723;48.738042
261;21.2864234;48.7383426
262;21.2945734;48.7345456
263;21.2920968;48.7387796
264;21.2908691;48.738523
265;21.2901608;48.739454
266;21.2901938;48.738752
267;21.2897628;48.738739
268;21.2924876;48.7388689
269;21.2675252;48.7374009
270;21.2732135;48.7364291
271;21.2737356;48.7362253
272;21.2735751;48.7367871
273;21.2663235;48.7350174
274;21.262165;48.7335197
275;21.2547629;48.7323351
276;21.2644252;48.7294896
277;21.26327;48.7316658
278;21.2652926;48.7185161
279;21.2608449;48.7303888
280;21.2683626;48.737533
281;21.2661493;48.7391978
282;21.2662433;48.7395075
283;21.2708153;48.7424555
284;21.2725438;48.7444192
285;21.2724543;48.7464339
286;21.2144843;48.7165762
287;21.2611759;48.7272574
288;21.2631582;48.7265274
289;21.2820181;48.6890353
290;21.2808819;48.6934078
291;21.2808464;48.6963527
292;21.2796969;48.6983439
293;21.2801864;48.6935312
294;21.2675788;48.7539189
295;21.26552;48.7557615
296;21.266798;48.7565138
297;21.267775;48.7571979
298;21.2684037;48.7580963
299;21.2610554;48.7610398
300;21.2916928;48.7335234
301;21.2886549;48.7356296
302;21.2642707;48.7092935
303;21.2644869;48.7088242
304;21.2615415;48.7082439
305;21.2637734;48.7086579
306;21.2626166;48.7084302
307;21.2630171;48.7076448
308;21.2654667;48.70833
309;21.264214;48.7079824
310;21.2841486;48.7320451
311;21.2835838;48.7317683
312;21.2835007;48.7314568
313;21.2803585;48.7385264
314;21.2808664;48.7377696
315;21.2799378;48.7375068
316;21.2855535;48.7340539
317;21.2974803;48.7336002
318;21.2856096;48.7274824
319;21.2844974;48.7280996
320;21.2858576;48.7275409
321;21.2877767;48.7286903
322;21.2896391;48.7269338
323;21.2905181;48.7273107
324;21.2871467;48.7275691
325;21.2843134;48.7349084
326;21.2842766;48.7346014
327;21.2799673;48.7315369
328;21.248508;48.7283555
329;21.2458781;48.7290006
330;21.2502488;48.7360963
331;21.2472623;48.7349978
332;21.251434;48.7346325
333;21.2484582;48.7335568
334;21.2472445;48.7365512
335;21.2527725;48.7286836
336;21.2315849;48.730554
337;21.2299338;48.7313141
338;21.2331559;48.7308098
339;21.2327629;48.7284674
340;21.2014752;48.6410475
341;21.2735673;48.7523845
342;21.2741665;48.7532092
343;21.2746586;48.7539924
344;21.2731498;48.7574971
345;21.2723008;48.7584047
346;21.2684792;48.7601828
347;21.2685849;48.7586496
348;21.2728003;48.752644
349;21.2715005;48.7538932
350;21.2709082;48.7555255
351;21.2728111;48.7519097
352;21.2741383;48.7543826
353;21.273905;48.7542881
354;21.2762252;48.7563192
355;21.2728222;48.7578488
356;21.2739398;48.7562576
357;21.2742025;48.7563671
358;21.2679128;48.7600377
359;21.2706218;48.7576837
360;21.2707919;48.7575849
361;21.2720292;48.7582868
362;21.2943312;48.6796337
363;21.2977309;48.6815061
364;21.3024588;48.6768561
365;21.3011181;48.677954
366;21.3037851;48.6754847
367;21.3042045;48.6755446
368;21.2989122;48.6765305
369;21.2554733;48.7574007
370;21.2553334;48.7575514
371;21.1337791;48.7686144
372;21.1801097;48.7611438
373;21.2320374;48.7493696
374;21.2458475;48.7064218
375;21.2373801;48.7144529
376;21.2372778;48.7144549
377;21.2162595;48.7155655
378;21.2446598;48.7050687
379;21.2136825;48.7164678
380;21.2109291;48.71773
381;21.2121885;48.7146574
382;21.2107228;48.7134294
383;21.2106533;48.714411
384;21.208708;48.7141028
385;21.2083046;48.7140382
386;21.2097895;48.7194606
387;21.2238799;48.7092293
388;21.2213349;48.7061199
389;21.2219455;48.7051676
390;21.2367665;48.7098689
391;21.2495138;48.7002355
392;21.2049791;48.7090005
393;21.2047501;48.7094757
394;21.2103918;48.7143712
395;21.2644713;48.694929
396;21.2620795;48.6946671
397;21.2201075;48.7068218
398;21.2245502;48.7058095
399;21.2255117;48.706334
400;21.226382;48.7064767
401;21.2279033;48.7061481
402;21.2289285;48.7062096
403;21.2294644;48.7062938
404;21.2287385;48.7067456
405;21.2277913;48.7072479
406;21.2268764;48.7074851
407;21.2295421;48.7073402
408;21.2431001;48.7098136
409;21.2420855;48.7107093
410;21.2435337;48.7106479
411;21.2427168;48.7128841
412;21.2423111;48.7130139
413;21.2418859;48.7139823
414;21.2402752;48.7114943
415;21.2414059;48.7133287
416;21.2411158;48.7138252
417;21.2406026;48.7137436
418;21.2400399;48.7136537
419;21.2401903;48.7117388
420;21.2382232;48.7114307
421;21.238662;48.7125116
422;21.2381055;48.7124284
423;21.2440551;48.7119901
424;21.214523;48.7195384
425;21.2140943;48.718943
426;21.213712;48.7191941
427;21.2441663;48.7113264
428;21.2438564;48.7109873
429;21.244527;48.7107516
430;21.244291;48.7110688
431;21.2440295;48.7110662
432;21.243998;48.7109772
433;21.232176;48.7156527
434;21.233259;48.7174546
435;21.2275074;48.7138396
436;21.2533633;48.7260051
437;21.2529693;48.7267703
438;21.2851215;48.7330183
439;21.2437605;48.7139086
440;21.2374222;48.7140436
441;21.2456657;48.7080518
442;21.2287807;48.7117591
443;21.2282672;48.7121623
444;21.2371549;48.7067413
445;21.23206;48.7029862
446;21.2421453;48.7061912
447;21.2397796;48.7103453
448;21.2403656;48.7078273
449;21.2400651;48.7095434
450;21.2385334;48.7094167
451;21.2389023;48.7093583
452;21.2382089;48.7125913
453;21.2378783;48.7135079
454;21.2368641;48.7128788
455;21.241439;48.7146979
456;21.2409159;48.7143119
457;21.2415726;48.7143169
458;21.2420432;48.7142704
459;21.2221364;48.7140246
460;21.2217282;48.7149303
461;21.2228898;48.7158766
462;21.2227993;48.7163632
463;21.2232867;48.7164376
464;21.2222245;48.7162696
465;21.2221702;48.7167096
466;21.2222527;48.715827
467;21.221369;48.7196067
468;21.2222983;48.7183477
469;21.2225254;48.7175344
470;21.2227094;48.7171403
471;21.2311611;48.7120372
472;21.2317424;48.7112774
473;21.2319026;48.710844
474;21.2268916;48.7130795
475;21.2286649;48.7185734
476;21.2152398;48.7079639
477;21.2154668;48.7079985
478;21.236716;48.6964641
479;21.2360644;48.6972171
480;21.2221511;48.7068119
481;21.222396;48.7090706
482;21.2247531;48.7110938
483;21.2255811;48.7118166
484;21.2248185;48.7081106
485;21.2283356;48.7072154
486;21.2279087;48.7083384
487;21.2306244;48.7227705
488;21.2300211;48.7219724
489;21.231797;48.7218737
490;21.2335004;48.7224096
491;21.2334452;48.7217444
492;21.2333324;48.7206915
493;21.2332888;48.7206156
494;21.241488;48.72725
495;21.2415687;48.7247555
496;21.2474894;48.7230723
497;21.1994364;48.711009
498;21.2006777;48.7119084
499;21.2035418;48.7105423
500;21.2341643;48.7126919
501;21.2334691;48.7122089
502;21.2781769;48.719231
503;21.2782853;48.7183012
504;21.2784191;48.7065723
505;21.2807359;48.6983483
506;21.2650449;48.7028194
507;21.2549697;48.7281232
508;21.2248316;48.7092542
509;21.2228719;48.7073871
510;21.222754;48.7085863
511;21.2229239;48.7053042
512;21.223573;48.7060572
513;21.2236481;48.7064929
514;21.2260943;48.7077221
515;21.2325025;48.7076443
516;21.2467409;48.7092969
517;21.2449241;48.7216351
518;21.2439389;48.7221908
519;21.2432173;48.7225861
520;21.2657493;48.7186244
521;21.2347696;48.7203651
522;21.2347286;48.7159834
523;21.2347086;48.7165623
524;21.2341654;48.7175811
525;21.2357034;48.7179074
526;21.2382552;48.7195585
527;21.2400475;48.7184585
528;21.2405916;48.7170718
529;21.2391625;48.7168297
530;21.2393801;48.7177633
531;21.2162822;48.7121463
532;21.238256;48.7003682
533;21.2332772;48.700455
534;21.232541;48.6994779
535;21.231794;48.6984766
536;21.2323297;48.7007611
537;21.2302784;48.698969
538;21.231335;48.698622
539;21.2321857;48.6995874
540;21.2469894;48.7125841
541;21.248427;48.7131634
542;21.2520454;48.7109194
543;21.2534908;48.7111664
544;21.2559011;48.7115835
545;21.2504178;48.7112837
546;21.2518664;48.7114988
547;21.2533393;48.7117114
548;21.2555962;48.7121384
549;21.2516453;48.7121706
550;21.2527486;48.713971
551;21.2037012;48.710876
552;21.2017683;48.7143331
553;21.2010847;48.7149214
554;21.2041789;48.7091871
555;21.2013714;48.7094822
556;21.2051088;48.7088494
557;21.2043776;48.7083404
558;21.2071722;48.7070008
559;21.2117506;48.7032889
560;21.2074235;48.7072765
561;21.2182417;48.7050632
562;21.2179116;48.7049146
563;21.2182701;48.7046368
564;21.213931;48.7065512
565;21.2529452;48.7131413
566;21.2508503;48.7127825
567;21.2505085;48.7135366
568;21.2511462;48.7121073
569;21.2518047;48.7062615
570;21.2516696;48.710849
571;21.2520774;48.7098625
572;21.252569;48.7110095
573;21.2529829;48.7100256
574;21.2546968;48.7103357
575;21.2542761;48.7113052
576;21.2554262;48.7104737
577;21.2550159;48.711442
578;21.2567699;48.7098121
579;21.2555874;48.7105059
580;21.2523394;48.7099073
581;21.2527015;48.7090209
582;21.2516003;48.7087972
583;21.2534275;48.7101043
584;21.251183;48.7345411
585;21.2532599;48.7352629
586;21.2557896;48.7323827
587;21.2567078;48.7313825
588;21.2609079;48.7316023
589;21.2574123;48.7303775
590;21.2565825;48.7300442
591;21.2578635;48.7303862
592;21.25618;48.7331931
593;21.2565045;48.7338852
594;21.2566476;48.7356859
595;21.259856;48.7325785
596;21.259185;48.7336931
597;21.2589104;48.73435
598;21.2585627;48.7360145
599;21.2607598;48.7326226
600;21.2600398;48.7339189
601;21.2592981;48.7367892
602;21.2534796;48.7276572
603;21.2538131;48.726987
604;21.2353553;48.7269758
605;21.2344418;48.7270251
606;21.2334583;48.7269842
607;21.2324776;48.7267718
608;21.2308686;48.7262752
609;21.2353864;48.7274475
610;21.2344219;48.7273696
611;21.2364042;48.7274728
612;21.2364165;48.7271589
613;21.2363963;48.7275719
614;21.2332121;48.72764
615;21.2262487;48.7280347
616;21.2335121;48.7276885
617;21.2320469;48.729815
618;21.2323731;48.7299211
619;21.2330915;48.7293948
620;21.2325029;48.7301978
621;21.2352641;48.7310194
622;21.2344491;48.7297971
623;21.2343394;48.7309263
624;21.233539;48.7300809
625;21.2363501;48.7322928
626;21.2592864;48.7052001
627;21.2593346;48.7051157
628;21.260811;48.7054918
629;21.260636;48.7061311
630;21.261031;48.7061723
631;21.2604489;48.7061119
632;21.258834;48.705931
633;21.2601744;48.7072215
634;21.2587666;48.7070668
635;21.2606664;48.7081088
636;21.2577616;48.7075804
637;21.2579469;48.712959
638;21.2586125;48.7130442
639;21.2588604;48.7111482
640;21.2583922;48.7120867
641;21.2575753;48.7108945
642;21.2571314;48.7118191
643;21.259655;48.7103602
644;21.258287;48.7100944
645;21.257669;48.7105776
646;21.2581541;48.7094344
647;21.2516215;48.7002817
648;21.2660636;48.7213214
649;21.2668961;48.6855076
650;21.2664039;48.6856959
651;21.266743;48.6860564
652;21.2672234;48.683149
653;21.2624553;48.6881912
654;21.2574761;48.6873214
655;21.262377;48.6852698
656;21.2567426;48.6858457
657;21.2567402;48.6868419
658;21.2591909;48.6860605
659;21.2657353;48.6763576
660;21.2658777;48.6745306
661;21.2622204;48.6771831
662;21.260125;48.6835653
663;21.2588871;48.6837223
664;21.2589533;48.6789038
665;21.2605878;48.6787221
666;21.2547873;48.6794566
667;21.2650635;48.679173
668;21.2680685;48.6796798
669;21.268385;48.6800129
670;21.2642345;48.6734717
671;21.2644355;48.6738378
672;21.263719;48.6734521
673;21.2633933;48.6747501
674;21.2655083;48.6740943
675;21.2652658;48.669658
676;21.2643117;48.6732056
677;21.265106;48.6732188
678;21.2715892;48.6780016
679;21.2724867;48.6781024
680;21.2734026;48.6781946
681;21.2745972;48.679307
682;21.2702666;48.6796286
683;21.2712103;48.6795731
684;21.2721008;48.6797312
685;21.259142;48.6837086
686;21.259199;48.6842482
687;21.2595649;48.684232
688;21.2588652;48.6842629
689;21.2606938;48.685309
690;21.2603556;48.6848097
691;21.2699695;48.6682048
692;21.2708773;48.6682806
693;21.2687074;48.6797646
694;21.2674012;48.6827405
695;21.2676771;48.6825926
696;21.2675738;48.6829839
697;21.2678311;48.6837091
698;21.2676983;48.683467
699;21.2675888;48.6838704
700;21.2374949;48.7052184
701;21.2721394;48.665613
702;21.2721415;48.6656987
703;21.2640985;48.6553353
704;21.2629488;48.6551577
705;21.264254;48.6545001
706;21.2164668;48.6858555
707;21.2196017;48.6879805
708;21.2181083;48.68698
709;21.2103583;48.6876529
710;21.2060936;48.6904015
711;21.2065696;48.6879009
712;21.204429;48.6892929
713;21.213686;48.6899015
714;21.2118424;48.6942926
715;21.214507;48.6904545
716;21.2161342;48.6893863
717;21.2132179;48.6915645
718;21.2021551;48.6929206
719;21.1960194;48.6874003
720;21.1962228;48.6827778
721;21.1917176;48.6909069
722;21.1910458;48.6907488
723;21.1937656;48.6873315
724;21.1928791;48.6871128
725;21.1917259;48.6898287
726;21.191436;48.6897731
727;21.2245588;48.7144877
728;21.2205265;48.7171766
729;21.2219314;48.713228
730;21.2215344;48.7166493
731;21.2218253;48.7132246
732;21.2220394;48.7132313
733;21.2222574;48.719606
734;21.2264496;48.720394
735;21.2268088;48.7210446
736;21.2264873;48.7213475
737;21.2321696;48.7197929
738;21.2353164;48.7287245
739;21.232764;48.7313605
740;21.2316572;48.7331239
741;21.231126;48.7337755
742;21.2303878;48.7344247
743;21.2333531;48.7347065
744;21.2594148;48.726449
745;21.2634876;48.7277967
746;21.2647206;48.7280858
747;21.265209;48.7282024
748;21.2614397;48.725386
749;21.2623344;48.7256214
750;21.2658375;48.7258383
751;21.2640144;48.7267608
752;21.26522;48.7270923
753;21.2658719;48.726883
754;21.2628312;48.7290891
755;21.2606585;48.7296025
756;21.2609305;48.7309308
757;21.2461735;48.7468835
758;21.246419;48.749448
759;21.2458461;48.7508578
760;21.2457504;48.750957
761;21.2450783;48.7515689
762;21.2412095;48.7459911
763;21.2446475;48.7468043
764;21.2475452;48.7497486
765;21.2439224;48.7513931
766;21.243418;48.7517354
767;21.2419867;48.7503149
768;21.2409599;48.7489392
769;21.2401245;48.7477653
770;21.2407786;48.7485709
771;21.2406177;48.7478588
772;21.2406004;48.747596
773;21.2405582;48.747048
774;21.2403318;48.7476253
775;21.2401118;48.7474669
776;21.2398144;48.7474986
777;21.2396199;48.7481757
778;21.2397061;48.7475037
779;21.2396719;48.7484398
780;21.2438399;48.7507571
781;21.2411189;48.7535721
782;21.2396401;48.7524085
783;21.2399067;48.7517226
784;21.2392744;48.7500398
785;21.2396416;48.749353
786;21.2423796;48.7439357
787;21.2424257;48.7433751
788;21.2446502;48.7434036
789;21.2445967;48.7436353
790;21.2443648;48.7439458
791;21.2444406;48.7440733
792;21.2449105;48.7422073
793;21.246571;48.7401294
794;21.238525;48.7444407
795;21.2398083;48.7439805
796;21.2397646;48.744529
797;21.2120936;48.7174041
798;21.2148003;48.7058088
799;21.2217084;48.7042495
800;21.2220209;48.7039018
801;21.2237209;48.7024585
802;21.2240095;48.7021996
803;21.2241295;48.7019927
804;21.2257253;48.70284
805;21.2264087;48.7033075
806;21.225651;48.7037386
807;21.2248421;48.7042182
808;21.2230415;48.703024
809;21.2242723;48.7038283
810;21.226948;48.7053735
811;21.2263852;48.7212468
812;21.2262233;48.7215477
813;21.2224325;48.720204
814;21.2223938;48.7197235
815;21.2410272;48.7376974
816;21.2407444;48.7381892
817;21.2421288;48.7385423
818;21.2415677;48.7390606
819;21.2400978;48.7419748
820;21.2368333;48.7421517
821;21.2400446;48.7353043
822;21.2398693;48.7360226
823;21.2396876;48.7368034
824;21.2395426;48.737345
825;21.2374631;48.7394458
826;21.2357916;48.7409899
827;21.234091;48.7418642
828;21.2422728;48.7360546
829;21.2443168;48.7367896
830;21.241309;48.7372024
831;21.2427432;48.7379773
832;21.2411153;48.7375492
833;21.2403757;48.7380993
834;21.2400399;48.738664
835;21.2419462;48.7397245
836;21.2427167;48.7402211
837;21.2414195;48.7392019
838;21.2393367;48.7384789
839;21.2362235;48.742008
840;21.2448231;48.7381565
841;21.3201215;48.6686489
842;21.2140169;48.6793029
843;21.2985654;48.7349104
844;21.3014537;48.7283062
845;21.3022645;48.727521
846;21.3039061;48.7281107
847;21.3030347;48.7256097
848;21.3082951;48.7259562
849;21.3052311;48.7288924
850;21.2961892;48.721637
851;21.2949313;48.7201601
852;21.3261509;48.6668356
853;21.3239418;48.667758
854;21.3220986;48.6680335
855;21.32014;48.6728603
856;21.3238567;48.6771267
857;21.3219165;48.6727454
858;21.322806;48.6704973
859;21.3211628;48.6704979
860;21.3203046;48.6725778
861;21.3237656;48.6681636
862;21.3188046;48.6726152
863;21.3158629;48.6713605
864;21.3138633;48.6710902
865;21.3169114;48.6703363
866;21.3165176;48.6708166
867;21.3188978;48.6713711
868;21.3176559;48.6710611
869;21.3203096;48.6679891
870;21.3193271;48.6676668
871;21.3210218;48.6662475
872;21.3221943;48.667066
873;21.3222482;48.666956
874;21.3262424;48.666217
875;21.3233153;48.6658337
876;21.3240559;48.6651817
877;21.3246844;48.6645697
878;21.3221326;48.6652538
879;21.3228464;48.6645993
880;21.3200432;48.6658514
881;21.3219333;48.6641448
882;21.3231637;48.662855
883;21.3232723;48.6637075
884;21.3236157;48.6640355
885;21.3262296;48.66532
886;21.3096983;48.6727978
887;21.3108161;48.6729353
888;21.3070071;48.6755941
889;21.3044124;48.6750362
890;21.3077982;48.6725061
891;21.3037183;48.6734549
892;21.3188044;48.6725341
893;21.3179364;48.6701705
894;21.3250691;48.6679966
895;21.3190852;48.6679415
896;21.279409;48.7063792
897;21.284103;48.6996437
898;21.2819368;48.7059987
899;21.2790601;48.7110753
900;21.2787925;48.7112004
901;21.2892353;48.7041365
902;21.2779857;48.716199
903;21.2769273;48.7226392
904;21.2765983;48.7237915
905;21.2777419;48.7240842
906;21.2772419;48.7239496
907;21.2774899;48.7230622
908;21.277916;48.7218039
909;21.2775801;48.722283
910;21.277318;48.7281527
911;21.2796086;48.7169148
912;21.241711;48.7327022
913;21.2426263;48.7278227
914;21.2487313;48.7280616
915;21.2491158;48.7275735
916;21.2499101;48.7266024
917;21.2478748;48.7342514
918;21.2777655;48.7253538
919;21.2770728;48.7241843
920;21.2807058;48.6934094
921;21.2803683;48.6935289
922;21.2901581;48.7300427
923;21.2648806;48.71866
924;21.1873932;48.7278753
925;21.2031338;48.7107428
926;21.2078167;48.6625709
927;21.2074059;48.6623938
928;21.2070742;48.6623695
929;21.20739;48.6622213
930;21.2075778;48.6618719
931;21.2079358;48.6624199
932;21.2077155;48.6622622
933;21.1937941;48.6646376
934;21.1934887;48.6649989
935;21.1919025;48.6659128
936;21.1914226;48.6660161
937;21.188882;48.6674917
938;21.1886244;48.6677074
939;21.1950756;48.6649183
940;21.1937983;48.6649652
941;21.1991728;48.6657216
942;21.1923464;48.6632517
943;21.1904586;48.6639718
944;21.1893362;48.6650552
945;21.1916326;48.6653259
946;21.1919738;48.6677204
947;21.1720138;48.634951
948;21.181448;48.6305613
949;21.1820597;48.6300586
950;21.1967467;48.642602
951;21.1982739;48.6423026
952;21.2008325;48.6418121
953;21.2009043;48.641643
954;21.1980417;48.6417459
955;21.1994435;48.6451379
956;21.258357;48.7236466
957;21.2659961;48.6885269
958;21.2535027;48.6926189
959;21.257614;48.6881895
960;21.2818439;48.7385238
961;21.2389589;48.6924655
962;21.2405166;48.698047
963;21.2624471;48.7289931
964;21.261884;48.7297494
965;21.2620725;48.7301111
966;21.2610433;48.7133841
967;21.260922;48.7135149
968;21.2605361;48.7111962
969;21.2606555;48.7113934
970;21.2603137;48.7114427
971;21.2607715;48.7114605
972;21.2679555;48.7022115
973;21.2661891;48.7031893
974;21.2670427;48.7033118
975;21.2636517;48.7037046
976;21.2628519;48.7033321
977;21.265069;48.7027405
978;21.2644469;48.7026499
979;21.2872336;48.737315
980;21.2870121;48.7374147
981;21.2870543;48.7377244
982;21.2867779;48.7377096
983;21.2796293;48.7438128
984;21.2940385;48.7740525
985;21.2932015;48.7723404
986;21.2941081;48.7707252
987;21.2944176;48.772716
988;21.294316;48.7735353
989;21.2902362;48.7725397
990;21.2612683;48.7573945
991;21.2613216;48.7573387
992;21.2555201;48.7592505
993;21.2561237;48.7528647
994;21.25679;48.7541199
995;21.2696581;48.7466774
996;21.2659352;48.7426711
997;21.2690914;48.746624
998;21.2690956;48.7469849
999;21.2220564;48.7000677
1000;21.2207462;48.6965767
1001;21.2222482;48.7001189
1002;21.2207784;48.6977713
1003;21.2061811;48.712942
1004;21.2059776;48.7135274
1005;21.2063317;48.7124989
1006;21.2168848;48.7136967
1007;21.234416;48.7208221
1008;21.2884948;48.7356893
1009;21.2909813;48.7334531
1010;21.2918958;48.7327555
1011;21.2862229;48.7344076
1012;21.2866762;48.734455
1013;21.2628585;48.7045814
